film_name,flag,link
"""Romantic Killer"" Ginger Ale is a Force Majeure (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290044
"""Romantic Killer"" Goose Bumps! I Am a Goose Now (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290043
"""Romantic Killer"" You Sure Have Your Quirks... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290042
"""Romantic Killer"" A ""Reincarnated-in-Another-Wor... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290041
"""Romantic Killer"" You're More Troublesome in Fle... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290040
"""Romantic Killer"" The Childhood Friend is Easy M... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290039
"""Romantic Killer"" My Life Has Become a Dating Sim (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290038
"""Romantic Killer"" It's Time for Children to Go t... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290037
"""Romantic Killer"" Why Is there So Much Legalese ... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9290036
Lifeforce (1985),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289774
Treasure Island (1950),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289756
Working Girl (1988),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289754
"""Romantic Killer"" Last Story!? (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289744
"""Romantic Killer"" Just Tell Me if You Don't Like... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289738
"""Romantic Killer"" Other Way Around, Dummy (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289732
"""Romantic Killer"" Ginger Ale is a Force Majeure (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289726
"""Romantic Killer"" Goose Bumps! I Am a Goose Now (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289720
"""Romantic Killer"" You Sure Have Your Quirks... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289713
"""Romantic Killer"" A ""Reincarnated-in-Another-Wor... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289707
"""Romantic Killer"" You're More Troublesome in Fle... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289701
"""Romantic Killer"" The Childhood Friend is Easy M... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289694
"""Romantic Killer"" My Life Has Become a Dating Sim (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289688
"""Romantic Killer"" It's Time for Children to Go t... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289682
"""Romantic Killer"" Why Is there So Much Legalese ... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289676
The Good Nurse (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289597
Waterloo Bridge (1940),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289551
Hellhole (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289523
The Shawshank Redemption (1994),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289509
"Cipollino, the Onion Boy (1961)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9289440
"""Guillermo del Toro's Cabinet of Curiosities"" Th... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289310
"""Guillermo del Toro's Cabinet of Curiosities"" Th... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289309
"""Guillermo del Toro's Cabinet of Curiosities"" Gr... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289308
"""Guillermo del Toro's Cabinet of Curiosities"" Lo... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9289307
"""Guillermo del Toro's Cabinet of Curiosities"" Th... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9289273
"""Guillermo del Toro's Cabinet of Curiosities"" Th... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9289272
"""Guillermo del Toro's Cabinet of Curiosities"" Gr... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9289271
"""Guillermo del Toro's Cabinet of Curiosities"" Lo... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9289270
Barbarian (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9288229
"""Andor"" Episode #1.8 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9288181
"""Spider-Man"" The Origin of Spiderman (1968)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9288140
Into the Storm (2014),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9288121
"""House of the Dragon"" The Black Queen (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9287620
Annie (1982),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9287267
"To Sir, with Love (1967)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9287264
"To Sir, with Love (1967)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9287263
The Usual Suspects (1995),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9287260
The Usual Suspects (1995),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9287259
To Leslie (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9287134
The Russian Woodpecker (2015),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9286945
NCIS: Hawai'i (2021),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9286606
The Adventures of Robin Hood (1938),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9286502
In the Mood for Love (2000),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285757
Carlito's Way (1993),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285747
20th Century Girl (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285717
Raymond & Ray (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285696
"""Tell Me Lies"" Sugar, We're Going Down Swinging (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285670
Two Catalonias (2018),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285444
Heatwave (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285438
Hellraiser (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285418
My Darling Clementine (1946),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285414
"""From Scratch"" Aftertastes (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285046
"""From Scratch"" Between the Fire and the Pan (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285045
"""From Scratch"" Heirlooms (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285044
"""From Scratch"" Bread and Brine (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285043
"""From Scratch"" Bitter Almonds (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285042
"""From Scratch"" A Villa. A Broom. A Cake. (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285041
"""From Scratch"" Carne e Ossa (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285040
"""From Scratch"" First Tastes (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285039
"""28 Days Haunted"" Episode #1.6 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285023
"""28 Days Haunted"" Episode #1.5 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285022
"""28 Days Haunted"" Episode #1.4 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285021
"""28 Days Haunted"" Episode #1.3 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285020
"""28 Days Haunted"" Episode #1.2 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285019
"""28 Days Haunted"" Episode #1.1 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9285018
Mississippi Burning (1988),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284978
Singin' in the Rain (1952),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284260
The Doors (1991),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284249
Enola Holmes (2020),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284203
The Bridge Curse (2020),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284182
Mortal (2020),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284160
Foxtrot Six (2019),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284129
Catch the Bullet (2021),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284103
Portals (2019),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284085
Fresh (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284054
Plan A (2021),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284052
Secrets in the Hot Spring (2018),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284045
"Argentina, 1985 (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9284020
Fall (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9283546
6/45 (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9283527
6/45 (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9283526
"""Rick and Morty"" Mortyplicity (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9283035
"""Rick and Morty"" Mort Dinner Rick Andre (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9283034
Shane (1953),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9282858
Raymond & Ray (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9282659
"Argentina, 1985 (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9282657
"""The Peripheral"" Empathy Bonus (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9282655
"""The Peripheral"" Empathy Bonus (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9282632
October Sky (1999),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9282575
Black Box (2021),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9282561
The Return of the Living Dead (1985),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9282522
"""The Peripheral"" Pilot (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9282361
"""The Peripheral"" Pilot (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9282333
The Infernal Machine (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9282268
The Return of the Living Dead (1985),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9282258
"""Knights of the Zodiac: Saint Seiya"" Yomigae Fen... (2019)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9281971
"""Knights of the Zodiac: Saint Seiya"" Yomigae Fen... (2019)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281960
Casablanca (1942),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281888
Aftersun (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281722
"""Knights of the Zodiac: Saint Seiya"" Burakku Sei... (2019)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9281184
"""Knights of the Zodiac: Saint Seiya"" Burakku Sei... (2019)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281171
"""Knights of the Zodiac: Saint Seiya"" Nebyura chên (2019)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9281156
"""Knights of the Zodiac: Saint Seiya"" Nebyura chên (2019)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281143
"""Tell Me Lies"" Don't Go Wasting Your Emotion (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281115
"""Andor"" Announcement (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281097
"""Knights of the Zodiac: Saint Seiya"" Doragon tôjô (2019)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9281030
"""Knights of the Zodiac: Saint Seiya"" Doragon tôjô (2019)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9281018
"""Knights of the Zodiac: Saint Seiya"" Kosumo wo m... (2019)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280983
"""Knights of the Zodiac: Saint Seiya"" Kosumo wo m... (2019)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9280974
"""Knights of the Zodiac: Saint Seiya"" Seiya (2019)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280935
"""Knights of the Zodiac: Saint Seiya"" Seiya (2019)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9280898
High Noon (1952),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9280785
Stagecoach (1939),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9280518
The School for Good and Evil (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280358
The School for Good and Evil (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9280342
Bullet Train (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280117
House of Gucci (2021),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280116
Deep Impact (1998),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280115
Murder at Yellowstone City (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280114
Thoroughbreds (2017),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280113
The Bad Seed Returns (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9280050
The Score (2001),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280046
The Score (2001),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280045
Kingdom of Heaven (2005),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9280025
"""House of the Dragon"" The Green Council (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9279812
Rebecca (1940),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9279544
Firestarter (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9279224
Cool Hand Luke (1967),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9279075
The Enemy Below (1957),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9279074
To Kill a Mockingbird (1962),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9279072
Peter von Kant (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9278974
Notorious (1946),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9278531
Rebecca (1940),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9278337
Blonde (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9278164
Sinkhole (2021),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9277835
Gaslight (1944),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9277804
Unstoppable (2018),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9277458
Man in Love (2021),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9277381
Vivarium (2019),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9277266
The Curse of Bridge Hollow (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9277101
The Secret of My Success (1987),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9276792
Khid thueng withaya (2014),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9276560
i fine thank you love you (2015),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9276558
Fast & Feel Love (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9276555
Rosaline (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9276534
"""See"" I See You (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9276484
"""See"" I See You (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9276470
The Hitman's Bodyguard (2017),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9275680
Clerks III (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9275136
Clerks III (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9275128
"""The Lord of the Rings: The Rings of Power"" Allo... ()",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9275117
"""The Lord of the Rings: The Rings of Power"" Allo... ()",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9275078
Werewolf by Night (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9274432
"""Star Wars: Visions Filmmaker Focus"" T0-B1 (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274224
"""Star Wars: Visions Filmmaker Focus"" The Elder (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274221
"""Star Wars: Visions Filmmaker Focus"" Akakiri (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274219
"""Star Wars: Visions Filmmaker Focus"" Lop & Ochô (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274218
"""Star Wars: Visions Filmmaker Focus"" The Ninth J... (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274215
"""Star Wars: Visions Filmmaker Focus"" The Village... (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274214
"""Star Wars: Visions Filmmaker Focus"" THE TWINS (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274213
"""Star Wars: Visions Filmmaker Focus"" Tatooine Rh... (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274209
"""Star Wars: Visions Filmmaker Focus"" The Duel (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274207
"""Star Wars: Visions Filmmaker Focus"" Origins (2021)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274198
The Bob's Burgers Movie (2022),ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274184
"""She-Hulk: Attorney at Law"" Whose Show Is This? (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9274044
Fall (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9274042
"""Five Days at Memorial"" The Reckoning (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273872
"""Five Days at Memorial"" The Reckoning (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9273857
"""Five Days at Memorial"" Nobody Knows the Trouble... (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273842
"""Five Days at Memorial"" Nobody Knows the Trouble... (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9273828
"""Five Days at Memorial"" 45 Dead (2022)",vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273815
"""Five Days at Memorial"" 45 Dead (2022)",ja,https://www.opensubtitles.org/en/subtitleserve/sub/9273801
Luckiest Girl Alive (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273789
Hellraiser (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273788
Grimcutty (2022),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273787
As Good as It Gets (1997),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273785
Lost Highway (1997),vi,https://www.opensubtitles.org/en/subtitleserve/sub/9273770
